Category,Description,price_per_100g
BEANS,"BEANS,PINK,MATURE SEEDS,CKD,BLD,W/SALT",3.49
BEANS,"BEANS,PINTO,MATURE SEEDS,CKD,BLD,W/SALT",3.3
BEANS,"BEANS,SML WHITE,MATURE SEEDS,CKD,BLD,W/SALT",3.32
BEANS,"BEANS,YEL,MATURE SEEDS,CKD,BLD,W/SALT",1.84
BEANS,"BEANS,WHITE,MATURE SEEDS,CKD,BLD,W/ SALT",2.41
BROADBEANS (FAVA BNS),"BROADBEANS (FAVA BNS),MATURE SEEDS,CKD,BLD,W/SALT",3.59
CHICKPEAS,"CHICKPEAS,MATURE SEEDS,CKD,BLD,W/SALT",2.97
COWPEAS,"COWPEAS,CATJANG,MATURE SEEDS,CKD,BLD,W/SALT",2.07
COWPEAS,"COWPEAS,COMMON,MATURE SEEDS,CKD,BLD,W/SALT",1.65
HYACINTH BNS,"HYACINTH BNS,MATURE SEEDS,CKD,BLD,W/SALT",0.49
LENTILS,"LENTILS,MATURE SEEDS,CKD,BLD,W/SALT",2.22
LIMA BNS,"LIMA BNS,LRG,MATURE SEEDS,CKD,BLD,W/SALT",0.3
LIMA BNS,"LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,CKD,BLD,W/SALT",2.16
LUPINS,"LUPINS,MATURE SEEDS,CKD,BLD,W/SALT",1.6
MOTHBEANS,"MOTHBEANS,MATURE SEEDS,CKD,BLD,W/SALT",0.92
MUNG BNS,"MUNG BNS,MATURE SEEDS,CKD,BLD,W/SALT",2.29
MUNGO BNS,"MUNGO BNS,MATURE SEEDS,CKD,BLD,W/SALT",3.76
PEAS,"PEAS,SPLIT,MATURE SEEDS,CKD,BLD,W/SALT",0.82
PEANUTS,"PEANUTS,ALL TYPES,OIL-ROASTED,WO/SALT",2.23
PEANUTS,"PEANUTS,ALL TYPES,DRY-ROASTED,WO/SALT",0.63
PEANUTS,"PEANUTS,SPANISH,OIL-ROASTED,WO/SALT",2.65
PEANUTS,"PEANUTS,VALENCIA,OIL-ROASTED,WO/SALT",2.35
PEANUTS,"PEANUTS,VIRGINIA,OIL-ROASTED,WO/SALT",2.88
PEANUT BUTTER,"PEANUT BUTTER,CHUNK STYLE,WO/SALT",0.54
PEANUT BUTTER,"PEANUT BUTTER,SMOOTH STYLE,WO/SALT",2.54
PEANUT BUTTER W/ OMEGA-3,"PEANUT BUTTER W/ OMEGA-3,CREAMY",2.77
PIGEON PEAS (RED GM),"PIGEON PEAS (RED GM),MATURE SEEDS,CKD,BLD,W/SALT",3.53
SOYBEANS,"SOYBEANS,MATURE SEEDS,CKD,BLD,W/SALT",3.32
SOYBEANS,"SOYBEANS,MATURE SEEDS,RSTED,NO SALT ADDED",3.75
SOY FLR,"SOY FLR,FULL-FAT,RAW,CRUDE PROT BASIS (N X 6.25)",4.96
SOY FLR,"SOY FLR,FULL-FAT,RSTD,CRUDE PROT BASIS (N X 6.25)",2.91
SOY FLR,"SOY FLR,DEFATTED,CRUDE PROT BASIS (N X 6.25)",2.92
SOY FLR,"SOY FLR,LOW-FAT,CRUDE PROT BASIS (N x 6.25)",2.95
SOY MEAL,"SOY MEAL,DEFATTED,RAW,CRUDE PROT BASIS (N X 6.25)",3.09
SOY PROT CONC,"SOY PROT CONC,PRODUCED BY ACID WASH",3.41
SOY PROT CONC,"SOY PROT CONC,CRUDE PROT BASIS (N X 6.25),ACID WASH",1.91
SOY PROT ISOLATE,"SOY PROT ISOLATE,K TYPE",0.68
SOY PROT ISOLATE,"SOY PROT ISOLATE,K TYPE,CRUDE PROT BASIS",1.51
SOY SAU MADE FROM SOY&WHEAT (SHOYU),"SOY SAU MADE FROM SOY&WHEAT (SHOYU),LO NA",0.95
TOFU,"TOFU,RAW,FIRM,PREP W/CA SULFATE",3.54
TOFU,"TOFU,RAW,REG,PREP W/CA SULFATE",2.97
TOFU,"TOFU,DRIED-FROZEN (KOYADOFU),PREP W/CA SULFATE",1.16
TOFU,"TOFU,FRIED,PREP W/CA SULFATE",4.24
TOFU,"TOFU,SALTED&FERMENTED (FUYU),PREP W/CA SULFATE",4.67
YARDLONG BNS,"YARDLONG BNS,YARDLONG,MATURE SEEDS,CKD,BLD,W/SALT",2.09
WINGED BNS,"WINGED BNS,MATURE SEEDS,CKD,BLD,W/SALT",0.97
LOMA LINDA LITTLE LINKS,"LOMA LINDA LITTLE LINKS,CND,UNPREP",4.33
LOMA LINDA FRIED CHIK'N W/ GRAVY,"LOMA LINDA FRIED CHIK'N W/ GRAVY,CND,UNPREP",2.72
LOMA LINDA LOFAT BIG FRANKS,"LOMA LINDA LOFAT BIG FRANKS,CND,UNPREP",3.18
LOMA LINDA DINNER CUTS,"LOMA LINDA DINNER CUTS,CND,UNPREP",4.26
LOMA LINDA TENDER ROUNDS W/ GRAVY,"LOMA LINDA TENDER ROUNDS W/ GRAVY,CND,UNPREP",0.77
LOMA LINDA SWISS STAKE W/ GRAVY,"LOMA LINDA SWISS STAKE W/ GRAVY,CND,UNPREP",3.47
LOMA LINDA VEGE-BURGER,"LOMA LINDA VEGE-BURGER,CND,UNPREP",1.42
LOMA LINDA REDI-BURGER,"LOMA LINDA REDI-BURGER,CND,UNPREP",1.41
LOMA LINDA TENDER BITS,"LOMA LINDA TENDER BITS,CND,UNPREP",4.18
LOMA LINDA LINKETTS,"LOMA LINDA LINKETTS,CND,UNPREP",4.35
WORTHINGTON CHILI,"WORTHINGTON CHILI,CND,UNPREP",2.0
WORTHINGTON CHOPLETS,"WORTHINGTON CHOPLETS,CND,UNPREP",1.04
WORTHINGTON DICED CHIK,"WORTHINGTON DICED CHIK,CND,UNPREP",3.76
WORTHINGTON FRICHIK,"WORTHINGTON FRICHIK,CND,UNPREP",0.66
WORTHINGTON LOFAT FRI CHIK,"WORTHINGTON LOFAT FRI CHIK,CND,UNPREP",4.16
WORTHINGTON LOFAT VEJA-LINKS,"WORTHINGTON LOFAT VEJA-LINKS,CND,UNPREP",4.2
WORTHINGTON MULTIGRAIN CUTLETS,"WORTHINGTON MULTIGRAIN CUTLETS,CND,UNPREP",3.59
WORTHINGTON PRIME STAKES,"WORTHINGTON PRIME STAKES,CND,UNPREP",1.8
WORTHINGTON SAUCETTES,"WORTHINGTON SAUCETTES,CND,UNPREP",1.54
WORTHINGTON SUPER LINKS,"WORTHINGTON SUPER LINKS,CND,UNPREP",2.94
WORTHINGTON TURKEE SLICES,"WORTHINGTON TURKEE SLICES,CND,UNPREP",2.96
WORTHINGTON VEG SKALLOPS,"WORTHINGTON VEG SKALLOPS,CND,UNPREP",1.25
WORTHINGTON VEG STEAKS,"WORTHINGTON VEG STEAKS,CND,UNPREP",3.96
WORTHINGTON VEGETARIAN BURGER,"WORTHINGTON VEGETARIAN BURGER,CND,UNPREP",4.13
WORTHINGTON VEJA-LINKS,"WORTHINGTON VEJA-LINKS,CND,UNPREP",1.58
WORTHINGTON CHIC-KETTS,"WORTHINGTON CHIC-KETTS,FRZ,UNPREP",1.86
WORTHINGTON MEATLESS CHICK,"WORTHINGTON MEATLESS CHICK,FRZ,UNPREP",4.03
WORTHINGTON MEATLESS CORNED BF,"WORTHINGTON MEATLESS CORNED BF,FRZ,UNPREP",5.26
WORTHINGTON DINNER RST,"WORTHINGTON DINNER RST,FRZ,UNPREP",3.22
WORTHINGTON FRIPATS,"WORTHINGTON FRIPATS,FRZ,UNPREP",3.31
WORTHINGTON DINNER RST,"WORTHINGTON DINNER RST,FRZ,UNPREP",2.8
WORTHINGTON PROSAGE LINKS,"WORTHINGTON PROSAGE LINKS,FRZ,UNPREP",2.27
WORTHINGTON PROSAGE ROLL,"WORTHINGTON PROSAGE ROLL,FRZ,UNPREP",1.75
WORTHINGTON SMOKED TURKEY,"WORTHINGTON SMOKED TURKEY,FRZ,UNPREP",1.22
WORTHINGTON STAKELETS,"WORTHINGTON STAKELETS,FRZ,UNPREP",4.25
WORTHINGTON STRIPPLES,"WORTHINGTON STRIPPLES,FRZ,UNPREP",4.51
WORTHINGTON WHAM,"WORTHINGTON WHAM,FRZ,UNPREP",4.07
MORNINGSTAR FARMS VEGGIE CORN DOGS W/ NAT INGR,"MORNINGSTAR FARMS VEGGIE CORN DOGS W/ NAT INGR,FRZ,UNPREP",1.88
MORNINGSTAR FARMS BRKFST PATTIE MADE W/ ORG SOY,"MORNINGSTAR FARMS BRKFST PATTIE MADE W/ ORG SOY,FRZ,UNPREP",0.73
MORNINGSTAR FARMS OKARA PATTIES MADE W/ ORG SOY,"MORNINGSTAR FARMS OKARA PATTIES MADE W/ ORG SOY,FRZ,UNPREP",0.59
MORNINGSTAR FARMS RSTD HERB CHIK'N W/ ORG SOY,"MORNINGSTAR FARMS RSTD HERB CHIK'N W/ ORG SOY,FRZ,UNPREP",6.26
MORNINGSTAR FARMS VEGGIE BACON STRIPS,"MORNINGSTAR FARMS VEGGIE BACON STRIPS,FRZ,UNPREP",1.78
MORNINGSTAR FARMS VEGGIE BITES COUNTRY SCRAMBLE,"MORNINGSTAR FARMS VEGGIE BITES COUNTRY SCRAMBLE,FRZ,UNPREP",3.91
MORNINGSTAR FARMS VEGGIE BITES EGGS FLORENTINE,"MORNINGSTAR FARMS VEGGIE BITES EGGS FLORENTINE,FRZ,UNPREP",2.88
MORNINGSTAR FARMS VEGGIE SAUSAGE LINKS,"MORNINGSTAR FARMS VEGGIE SAUSAGE LINKS,FRZ,UNPREP",0.64
MORNINGSTAR FARMS CHEDDAR BURGER,"MORNINGSTAR FARMS CHEDDAR BURGER,FRZ,UNPREP",3.96
MORNINGSTAR FARMS GRILLERS ORIGINAL,"MORNINGSTAR FARMS GRILLERS ORIGINAL,FRZ,UNPREP",1.47
MORNINGSTAR FARMS GRILLERS PRIME,"MORNINGSTAR FARMS GRILLERS PRIME,FRZ,UNPREP",2.32
MORNINGSTAR FARMS PHILLY CHEESESTEAK BURGER,"MORNINGSTAR FARMS PHILLY CHEESESTEAK BURGER,FRZ,UNPREP",2.8
MORNINGSTAR FARMS ASIAN VEGGIE PATTIES,"MORNINGSTAR FARMS ASIAN VEGGIE PATTIES,FRZ,UNPREP",4.63
MORNINGSTAR FARMS MUSHROOM LOVER'S BURGER,"MORNINGSTAR FARMS MUSHROOM LOVER'S BURGER,FRZ,UNPREP",4.14
MORNINGSTAR FARMS TOMATO & BASIL PIZZA BURGER,"MORNINGSTAR FARMS TOMATO & BASIL PIZZA BURGER,FRZ,UNPREP",2.06
MORNINGSTAR FARMS MEATFREE BUFFALO WINGS,"MORNINGSTAR FARMS MEATFREE BUFFALO WINGS,FRZ,UNPREP",7.24
MORNINGSTAR FARMS CHIK'N NUGGETS,"MORNINGSTAR FARMS CHIK'N NUGGETS,FRZ,UNPREP",2.96
MORNINGSTAR FARMS CHIK PATTIES ORIGINAL,"MORNINGSTAR FARMS CHIK PATTIES ORIGINAL,FRZ,UNPREP",3.16
MORNINGSTAR FARMS ITALIAN HERB CHIK PATTIES,"MORNINGSTAR FARMS ITALIAN HERB CHIK PATTIES,FRZ,UNPREP",3.65
MORNINGSTAR FARMS ORIGINAL CHIK'N TENDERS,"MORNINGSTAR FARMS ORIGINAL CHIK'N TENDERS,FRZ,UNPREP",1.6
MORNINGSTAR FARMS MEATLESS CORN DOGS,"MORNINGSTAR FARMS MEATLESS CORN DOGS,FRZ,UNPREP",2.61
MORNINGSTAR FARMS MEATLESS MINI CORN DOGS,"MORNINGSTAR FARMS MEATLESS MINI CORN DOGS,FRZ,UNPREP",2.05
MORNINGSTAR FARMS MEAL STARTERS CHIK'N STRIPS,"MORNINGSTAR FARMS MEAL STARTERS CHIK'N STRIPS,FRZ,UNPREP",3.61
MORNINGSTAR FARMS MEAL STARTERS STEAK STRIPS,"MORNINGSTAR FARMS MEAL STARTERS STEAK STRIPS,FRZ,UNPREP",1.76
MORNINGSTAR FARMS SAUSAGE STYLE RECIPE CRUMBLES,"MORNINGSTAR FARMS SAUSAGE STYLE RECIPE CRUMBLES,FRZ,UNPREP",3.94
MORNINGSTAR FARMS VEGGIE BITES BROCCOLI CHEDDAR,"MORNINGSTAR FARMS VEGGIE BITES BROCCOLI CHEDDAR,FRZ,UNPREP",3.8
MORNINGSTAR FARMS VEGGIE BITES SPINACH ARTICHOKE,"MORNINGSTAR FARMS VEGGIE BITES SPINACH ARTICHOKE,FRZ,UNPREP",4.83
MORNINGSTAR FARMS VEGGIE CAKES GINGER TERIYAKI,"MORNINGSTAR FARMS VEGGIE CAKES GINGER TERIYAKI,FRZ,UNPREP",3.23
MORNINGSTAR FARMS VEGGIE CAKES SOUTHWESTERN STYLE,"MORNINGSTAR FARMS VEGGIE CAKES SOUTHWESTERN STYLE,FRZ,UNPREP",1.6
LAMB,"LAMB,DOM,COMP OF RTL CUTS,LN&FAT,1/4""FAT,CHOIC,RAW",1.82
LAMB,"LAMB,DOM,COMP OF RTL CUTS,LN&FAT,1/4""FAT,CHOIC,CKD",0.93
LAMB,"LAMB,DOM,COMP OF RTL CUTS,LN,1/4""FAT,CHOIC,RAW",1.8
LAMB,"LAMB,DOM,COMP OF RTL CUTS,LN,1/4""FAT,CHOIC,CKD",2.23
LAMB,"LAMB,DOM,COMP OF RTL CUTS,FAT,1/4""FAT,CHOIC,RAW",3.96
LAMB,"LAMB,DOM,COMP OF RTL CUTS,FAT,1/4""FAT,CHOIC,CKD",4.46
LAMB,"LAMB,DOM,FORESHANK,LN&FAT,1/4""FAT,CHOIC,RAW",2.53
LAMB,"LAMB,DOM,FORESHANK,LN&FAT,1/4""FAT,CHOIC,CKD,BRSD",2.26
LAMB,"LAMB,DOM,FORESHANK,LN,1/4""FAT,CHOIC,RAW",4.74
LAMB,"LAMB,DOM,FORESHANK,LN,1/4""FAT,CHOIC,CKD,BRSD",1.59
LAMB,"LAMB,DOM,LEG,WHL (SHK&SIRL),LN&FAT,1/4""FAT,CHOIC,RAW",4.13
LAMB,"LAMB,DOM,LEG,WHL (SHK&SIRL),LN&FAT,1/4""FAT,CHOIC,CKD,RSTD",2.96
LAMB,"LAMB,DOM,LEG,WHL (SHK&SIRL),LN,1/4""FAT,CHOIC,RAW",3.4
LAMB,"LAMB,DOM,LEG,WHL (SHK&SIRL),LN,1/4""FAT,CHOIC,CKD,RSTD",4.98
LAMB,"LAMB,DOM,LEG,SHANK HALF,LN&FAT,1/4""FAT,CHOIC,RAW",2.5
LAMB,"LAMB,DOM,LEG,SHANK HALF,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD",1.35
LAMB,"LAMB,DOM,LEG,SHANK HALF,LN,1/4""FAT,CHOIC,RAW",2.8
LAMB,"LAMB,DOM,LEG,SHANK HALF,LN,1/4""FAT,CHOIC,CKD,RSTD",0.73
LAMB,"LAMB,DOM,LEG,SIRLOIN HALF,LN&FAT,1/4""FAT,CHOIC,RAW",2.51
LAMB,"LAMB,DOM,LEG,SIRLOIN HALF,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD",0.52
LAMB,"LAMB,DOM,LEG,SIRLOIN HALF,LN,1/4""FAT,CHOIC,RAW",3.89
LAMB,"LAMB,DOM,LEG,SIRLOIN HALF,LN,1/4""FAT,CHOIC,CKD,RSTD",1.26
LAMB,"LAMB,DOM,LOIN,LN&FAT,1/4""FAT,CHOIC,RAW",3.25
LAMB,"LAMB,DOM,LOIN,LN&FAT,1/4""FAT,CHOIC,CKD,BRLD",0.66
LAMB,"LAMB,DOM,LOIN,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD",4.71
LAMB,"LAMB,DOM,LOIN,LN,1/4""FAT,CHOIC,RAW",1.8
LAMB,"LAMB,DOM,LOIN,LN,1/4""FAT,CHOIC,CKD,BRLD",2.77
LAMB,"LAMB,DOM,LOIN,LN,1/4""FAT,CHOIC,CKD,RSTD",4.11
LAMB,"LAMB,DOM,RIB,LN&FAT,1/4""FAT,CHOIC,RAW",4.27
LAMB,"LAMB,DOM,RIB,LN&FAT,1/4""FAT,CHOIC,CKD,BRLD",2.6
LAMB,"LAMB,DOM,RIB,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD",2.58
LAMB,"LAMB,DOM,RIB,LN,1/4""FAT,CHOIC,RAW",1.62
LAMB,"LAMB,DOM,RIB,LN,1/4""FAT,CHOIC,CKD,BRLD",2.18
LAMB,"LAMB,DOM,RIB,LN,1/4""FAT,CHOIC,CKD,RSTD",4.85
LAMB,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/4""FAT,CHOIC,RAW",3.29
LAMB,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/4""FAT,CHOIC,CKD,BRSD",2.87
LAMB,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/4""FAT,CHOIC,CKD,BRLD",1.66
LAMB,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/4""FAT,CHOIC,CKD,RSTD",3.91
LAMB,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN,1/4""FAT,CHOIC,RAW",4.7
LAMB,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN,1/4""FAT,CHOIC,CKD,BRSD",2.28
LAMB,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN,1/4""FAT,CHOIC,CKD,BRLD",4.73
LAMB,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN,1/4""FAT,CHOIC,CKD,RSTD",2.27
LAMB,"LAMB,DOM,SHLDR,ARM,LN&FAT,1/4""FAT,CHOIC,RAW",3.7
LAMB,"LAMB,DOM,SHLDR,ARM,LN&FAT,1/4""FAT,CHOIC,CKD,BRSD",1.63
LAMB,"LAMB,DOM,SHLDR,ARM,LN&FAT,1/4""FAT,CHOIC,CKD,BRLD",4.99
LAMB,"LAMB,DOM,SHLDR,ARM,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD",2.98
LAMB,"LAMB,DOM,SHLDR,ARM,LN,1/4""FAT,CHOIC,RAW",1.41
LAMB,"LAMB,DOM,SHLDR,ARM,LN,1/4""FAT,CHOIC,CKD,BRSD",2.02
LAMB,"LAMB,DOM,SHLDR,ARM,LN,1/4""FAT,CHOIC,CKD,BRLD",1.61
LAMB,"LAMB,DOM,SHLDR,ARM,LN,1/4""FAT,CHOIC,CKD,RSTD",2.97
LAMB,"LAMB,DOM,SHLDR,BLADE,LN&FAT,1/4""FAT,CHOIC,RAW",4.36
LAMB,"LAMB,DOM,SHLDR,BLADE,LN&FAT,1/4""FAT,CHOIC,CKD,BRSD",4.03
LAMB,"LAMB,DOM,SHLDR,BLADE,LN&FAT,1/4""FAT,CHOIC,CKD,BRLD",2.15
LAMB,"LAMB,DOM,SHLDR,BLADE,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD",1.22
LAMB,"LAMB,DOM,SHLDR,BLADE,LN,1/4""FAT,CHOIC,RAW",3.97
LAMB,"LAMB,DOM,SHLDR,BLADE,LN,1/4""FAT,CHOIC,CKD,BRSD",1.14
LAMB,"LAMB,DOM,SHLDR,BLADE,LN,1/4""FAT,CHOIC,CKD,BRLD",2.04
LAMB,"LAMB,DOM,SHLDR,BLADE,LN,1/4""FAT,CHOIC,CKD,RSTD",0.6
LAMB,"LAMB,DOM,CUBED FOR STEW OR KABOB (LEG&SHLDR),LN,1/4""FAT,RAW",2.34
LAMB,"LAMB,DOM,CUBED FOR STEW (LEG&SHLDR),LN,1/4""FAT,CKD,BRSD",4.18
LAMB,"LAMB,DOM,CUBED FOR STEW (LEG&SHLDR),LN,1/4""FAT,CKD,BRLD",2.47
LAMB,"LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,LN&FAT,RAW",3.4
LAMB,"LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,LN&FAT,CKD",1.28
LAMB,"LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,LN,RAW",1.2
LAMB,"LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,LN,CKD",3.56
LAMB,"LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,FAT,RAW",1.08
LAMB,"LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,FAT,CKD",4.69
LAMB,"LAMB,NZ,IMP,FRZ,FORESHANK,LN&FAT,RAW",3.15
LAMB,"LAMB,NZ,IMP,FRZ,FORESHANK,LN&FAT,CKD,BRSD",2.43
LAMB,"LAMB,NZ,IMP,FRZ,FORESHANK,LN,RAW",3.1
LAMB,"LAMB,NZ,IMP,FRZ,FORESHANK,LN,CKD,BRSD",1.41
LAMB,"LAMB,NZ,IMP,FRZ,LEG,WHL (SHK&SIRL),LN&FAT,RAW",0.66
LAMB,"LAMB,NZ,IMP,FRZ,LEG,WHL (SHK&SIRL),LN&FAT,CKD,RSTD",2.43
LAMB,"LAMB,NZ,IMP,FRZ,LEG,WHL (SHK&SIRL),LN,RAW",4.27
LAMB,"LAMB,NZ,IMP,FRZ,LEG,WHL (SHK&SIRL),LN,CKD,RSTD",2.52
LAMB,"LAMB,NZ,IMP,FRZ,LOIN,LN&FAT,RAW",3.17
LAMB,"LAMB,NZ,IMP,FRZ,LOIN,LN&FAT,CKD,BRLD",3.34
LAMB,"LAMB,NZ,IMP,FRZ,LOIN,LN,RAW",1.47
LAMB,"LAMB,NZ,IMP,FRZ,LOIN,LN,CKD,BRLD",1.98
LAMB,"LAMB,NZ,IMP,FRZ,RIB,LN&FAT,RAW",0.82
LAMB,"LAMB,NZ,IMP,FRZ,RIB,LN&FAT,CKD,RSTD",1.42
LAMB,"LAMB,NZ,IMP,FRZ,RIB,LN,RAW",2.31
LAMB,"LAMB,NZ,IMP,FRZ,RIB,LN,CKD,RSTD",1.26
LAMB,"LAMB,NZ,IMP,FRZ,SHLDR,WHL (ARM&BLD),LN&FAT,RAW",1.94
LAMB,"LAMB,NZ,IMP,FRZ,SHLDR,WHL (ARM&BLD),LN&FAT,CKD,BRSD",4.14
LAMB,"LAMB,NZ,IMP,FRZ,SHLDR,WHL (ARM&BLD),LN,RAW",4.67
LAMB,"LAMB,NZ,IMP,FRZ,SHLDR,WHL (ARM&BLD),LN,CKD,BRSD",2.99
VEAL,"VEAL,COMP OF RTL CUTS,LN&FAT,RAW",2.99
VEAL,"VEAL,COMP OF RTL CUTS,LN&FAT,CKD",1.64
VEAL,"VEAL,COMP OF RTL CUTS,LN,RAW",1.3
VEAL,"VEAL,COMP OF RTL CUTS,LN,CKD",2.89
VEAL,"VEAL,COMP OF RTL CUTS,FAT,RAW",1.07
VEAL,"VEAL,COMP OF RTL CUTS,FAT,CKD",4.89
VEAL,"VEAL,LEG (TOP RND),LN&FAT,RAW",2.84
VEAL,"VEAL,LEG (TOP RND),LN&FAT,CKD,BRSD",0.74
VEAL,"VEAL,LEG (TOP RND),LN&FAT,CKD,PAN-FRIED,BREADED",2.85
VEAL,"VEAL,LEG (TOP RND),LN&FAT,CKD,PAN-FRIED,NOT BREADED",4.56
VEAL,"VEAL,LEG (TOP RND),LN&FAT,CKD,RSTD",3.84
VEAL,"VEAL,LEG (TOP RND),LN,RAW",1.41
VEAL,"VEAL,LEG (TOP RND),LN,CKD,BRSD",2.47
VEAL,"VEAL,LEG (TOP RND),LN,CKD,PAN-FRIED,BREADED",4.28
VEAL,"VEAL,LEG (TOP RND),LN,CKD,PAN-FRIED,NOT BREADED",3.94
VEAL,"VEAL,LEG (TOP RND),LN,CKD,RSTD",4.63
VEAL,"VEAL,LOIN,LN&FAT,RAW",1.56
VEAL,"VEAL,LOIN,LN&FAT,CKD,BRSD",1.61
VEAL,"VEAL,LOIN,LN&FAT,CKD,RSTD",3.64
VEAL,"VEAL,LOIN,LN,RAW",1.93
VEAL,"VEAL,LOIN,LN,CKD,BRSD",2.98
VEAL,"VEAL,LOIN,LN,CKD,RSTD",2.65
VEAL,"VEAL,RIB,LN&FAT,RAW",0.95
VEAL,"VEAL,RIB,LN&FAT,CKD,BRSD",0.65
VEAL,"VEAL,RIB,LN&FAT,CKD,RSTD",2.1
VEAL,"VEAL,RIB,LN,RAW",4.05
VEAL,"VEAL,RIB,LN,CKD,BRSD",1.57
VEAL,"VEAL,RIB,LN,CKD,RSTD",1.44
VEAL,"VEAL,SHLDR,WHL (ARM&BLD),LN&FAT,RAW",3.4
VEAL,"VEAL,SHLDR,WHL (ARM&BLD),LN&FAT,CKD,BRSD",3.86
VEAL,"VEAL,SHLDR,WHL (ARM&BLD),LN&FAT,CKD,RSTD",1.22
VEAL,"VEAL,SHLDR,WHL (ARM&BLD),LN,RAW",4.13
VEAL,"VEAL,SHLDR,WHL (ARM&BLD),LN,CKD,BRSD",3.8
VEAL,"VEAL,SHLDR,WHL (ARM&BLD),LN,CKD,RSTD",2.92
VEAL,"VEAL,SHLDR,ARM,LN&FAT,RAW",1.36
VEAL,"VEAL,SHLDR,ARM,LN&FAT,CKD,BRSD",3.38
VEAL,"VEAL,SHLDR,ARM,LN&FAT,CKD,RSTD",3.55
VEAL,"VEAL,SHLDR,ARM,LN,RAW",1.02
VEAL,"VEAL,SHLDR,ARM,LN,CKD,BRSD",2.49
VEAL,"VEAL,SHLDR,ARM,LN,CKD,RSTD",0.54
VEAL,"VEAL,SHLDR,BLADE,LN&FAT,RAW",2.78
VEAL,"VEAL,SHLDR,BLADE,LN&FAT,CKD,BRSD",3.1
VEAL,"VEAL,SHLDR,BLADE,LN&FAT,CKD,RSTD",4.69
VEAL,"VEAL,SHLDR,BLADE,LN,RAW",4.99
VEAL,"VEAL,SHLDR,BLADE,LN,CKD,BRSD",1.64
VEAL,"VEAL,SHLDR,BLADE,LN,CKD,RSTD",1.82
VEAL,"VEAL,SIRLOIN,LN&FAT,RAW",2.65
VEAL,"VEAL,SIRLOIN,LN&FAT,CKD,BRSD",3.92
VEAL,"VEAL,SIRLOIN,LN&FAT,CKD,RSTD",0.86
VEAL,"VEAL,SIRLOIN,LN,RAW",4.32
VEAL,"VEAL,SIRLOIN,LN,CKD,BRSD",0.74
VEAL,"VEAL,SIRLOIN,LN,CKD,RSTD",1.55
VEAL,"VEAL,CUBED FOR STEW (LEG&SHLDR),LN,RAW",4.16
VEAL,"VEAL,CUBED FOR STEW (LEG&SHLDR),LN,CKD,BRSD",0.88
VEAL,"VEAL,GROUND,RAW",3.73
VEAL,"VEAL,GROUND,CKD,BRLD",4.25
GAME MEAT,"GAME MEAT,ANTELOPE,RAW",3.44
GAME MEAT,"GAME MEAT,ANTELOPE,CKD,RSTD",6.73
GAME MEAT,"GAME MEAT,BEAR,RAW",4.92
GAME MEAT,"GAME MEAT,BEAR,CKD,SIMMRD",3.58
BISON,"BISON,GROUND,GRASS-FED,CKD",3.04
BISON,"BISON,GROUND,GRASS-FED,RAW",3.53
GAME MEAT,"GAME MEAT,BEAVER,RAW",7.54
GAME MEAT,"GAME MEAT,BEAVER,CKD,RSTD",5.7
GAME MEAT,"GAME MEAT,BEEFALO,COMP OF CUTS,RAW",2.84
GAME MEAT,"GAME MEAT,BEEFALO,COMP OF CUTS,CKD,RSTD",3.12
GAME MEAT,"GAME MEAT,BISON,LN,RAW",7.35
GAME MEAT,"GAME MEAT,BISON,LN,CKD,RSTD",3.11
GAME MEAT,"GAME MEAT,BOAR,WILD,RAW",2.24
GAME MEAT,"GAME MEAT,BOAR,WILD,CKD,RSTD",3.51
GAME MEAT,"GAME MEAT,BUFFALO,H2O,RAW",4.62
GAME MEAT,"GAME MEAT,BUFFALO,H2O,CKD,RSTD",4.5
GAME MEAT,"GAME MEAT,CARIBOU,RAW",2.1
GAME MEAT,"GAME MEAT,CARIBOU,CKD,RSTD",7.37
GAME MEAT,"GAME MEAT,DEER,RAW",3.53
GAME MEAT,"GAME MEAT,DEER,CKD,RSTD",6.29
GAME MEAT,"GAME MEAT,ELK,RAW",5.19
GAME MEAT,"GAME MEAT,ELK,CKD,RSTD",6.53
